,carat,cut,color,clarity,depth,table,x,y,z,city,price
27975,0.74,Ideal,G,VS1,60.9,55.0,5.84,5.91,3.58,Madrid,3635
27976,1.53,Ideal,E,SI1,61.2,58.0,7.39,7.44,4.54,Tel Aviv,13324
27977,0.64,Ideal,H,VVS1,61.1,55.0,5.58,5.61,3.43,Madrid,2084
27978,2.13,Premium,J,VS2,59.6,59.0,8.43,8.37,5.01,Zurich,15110
27979,0.9,Ideal,G,VVS1,62.9,56.0,6.11,6.19,3.87,Amsterdam,6237
27980,0.31,Premium,G,VVS2,60.0,62.0,4.44,4.4,2.65,Kimberly,907
27981,0.54,Premium,G,SI2,61.4,59.0,5.24,5.21,3.21,Tel Aviv,1195
27982,0.4,Ideal,G,VS2,62.9,56.0,4.72,4.69,2.96,Las Vegas,1035
27983,1.21,Ideal,G,VVS2,62.0,56.0,6.8,6.84,4.23,Kimberly,10378
27984,0.72,Good,F,SI1,63.4,58.0,5.66,5.69,3.6,Amsterdam,2647
27985,0.9,Very Good,H,VS2,63.6,58.0,6.1,6.14,3.89,New York City,4258
27986,1.33,Ideal,H,VS2,59.5,57.0,7.18,7.23,4.29,London,8385
27987,0.51,Very Good,H,VS2,61.4,55.8,5.14,5.19,3.17,Dubai,1436
27988,1.02,Ideal,E,VS1,62.2,54.0,6.43,6.46,4.01,Las Vegas,8303
27989,1.77,Ideal,D,SI2,60.9,53.0,7.92,7.85,4.8,Zurich,10051
27990,0.85,Very Good,F,VS2,62.2,56.0,6.01,6.08,3.76,Paris,3705
27991,1.0,Ideal,E,SI2,61.9,56.0,6.39,6.43,3.97,Tel Aviv,4766
27992,1.5,Very Good,I,VS2,63.3,55.0,7.3,7.26,4.61,New York City,9533
27993,1.03,Premium,E,VS2,61.3,61.0,6.53,6.46,3.98,Luxembourg,5906
27994,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,Surat,693
27995,0.31,Very Good,H,SI1,61.1,55.0,4.35,4.39,2.67,Amsterdam,446
27996,1.02,Very Good,H,VS2,62.4,57.0,6.35,6.4,3.98,Kimberly,5565
27997,0.35,Ideal,E,VS1,62.3,57.0,4.51,4.55,2.82,Kimberly,747
27998,1.0,Ideal,E,VS2,62.5,57.0,6.38,6.45,4.01,Luxembourg,7177
27999,0.91,Premium,D,SI1,62.8,59.0,6.21,6.17,3.89,Antwerp,4476
28000,0.54,Premium,F,SI2,61.8,61.0,5.28,5.18,3.23,Antwerp,1097
28001,0.3,Premium,F,VS2,61.4,60.0,4.27,4.3,2.63,Kimberly,605
28002,1.03,Ideal,F,VS2,61.4,58.0,6.49,6.51,3.99,Zurich,6809
28003,0.36,Very Good,F,SI1,60.3,58.0,4.6,4.65,2.79,Antwerp,600
28004,0.31,Very Good,H,VVS2,61.9,58.0,4.3,4.33,2.67,Kimberly,625
28005,0.9,Very Good,I,SI1,61.0,58.0,6.19,6.23,3.79,Amsterdam,3407
28006,0.73,Ideal,D,VVS2,62.2,56.0,5.79,5.73,3.58,Surat,4252
28007,0.7,Ideal,H,VS2,63.0,55.0,5.7,5.67,3.58,Las Vegas,2536
28008,0.31,Very Good,E,VVS2,64.2,55.0,4.24,4.3,2.74,Las Vegas,721
28009,0.7,Good,E,SI1,63.2,57.0,5.61,5.63,3.55,Paris,2496
28010,1.6,Premium,G,VVS1,61.5,58.0,7.48,7.58,4.63,Antwerp,17204
28011,1.05,Premium,J,SI2,60.9,60.0,6.59,6.51,3.99,Luxembourg,3457
28012,0.31,Ideal,H,VVS2,62.2,55.0,4.35,4.36,2.71,Tel Aviv,625
28013,0.36,Good,H,VS2,63.5,54.0,4.55,4.59,2.9,New York City,568
28014,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,Amsterdam,6209
28015,0.7,Very Good,G,VS2,63.1,58.0,5.65,5.61,3.55,Luxembourg,2479
28016,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,Madrid,15840
28017,0.57,Ideal,G,VS1,62.1,56.0,5.33,5.3,3.3,Surat,1949
28018,0.91,Premium,F,SI1,62.1,56.0,6.24,6.2,3.86,Amsterdam,4204
28019,0.36,Ideal,H,VS2,60.8,56.0,4.61,4.63,2.81,Surat,587
28020,0.31,Very Good,E,VVS2,60.8,55.0,4.38,4.43,2.68,Kimberly,816
28021,0.46,Good,D,VS2,63.2,56.0,4.89,4.92,3.1,Luxembourg,1205
28022,0.89,Ideal,E,SI2,62.4,56.0,6.04,6.08,3.78,Kimberly,3429
28023,1.83,Very Good,F,SI1,63.2,56.0,7.78,7.73,4.9,Paris,11782
28024,0.74,Ideal,E,SI2,60.9,57.0,5.83,5.89,3.57,Las Vegas,2594
28025,1.28,Ideal,G,I1,61.6,57.0,6.93,6.96,4.28,Luxembourg,4428
28026,1.51,Good,H,VS2,64.0,59.0,7.25,7.19,4.62,Kimberly,10000
28027,0.31,Ideal,I,SI1,62.1,54.0,4.37,4.39,2.72,Las Vegas,436
28028,1.56,Good,F,SI2,57.5,58.0,7.82,7.67,4.45,Surat,9784
28029,1.04,Ideal,G,SI2,61.9,58.0,6.47,6.51,4.02,Kimberly,4973
28030,0.76,Very Good,F,SI2,62.7,55.0,5.74,5.83,3.63,Zurich,2469
28031,0.4,Ideal,F,VVS2,61.7,55.0,4.76,4.74,2.93,London,1163
28032,0.71,Very Good,F,I1,63.2,55.0,5.64,5.57,3.54,Luxembourg,1448
28033,1.03,Good,H,SI1,63.3,57.0,6.39,6.41,4.05,Antwerp,4843
28034,0.5,Good,E,VVS2,58.9,61.0,5.18,5.2,3.06,Kimberly,2183
28035,0.26,Ideal,I,VS1,62.1,55.0,4.11,4.13,2.56,New York City,434
28036,1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,Antwerp,7463
28037,1.01,Good,E,SI2,58.7,63.0,6.52,6.6,3.85,Antwerp,4685
28038,0.75,Ideal,D,SI2,61.3,56.0,5.85,5.89,3.6,Surat,2773
28039,1.02,Ideal,F,VS1,61.2,57.0,6.45,6.52,3.98,Kimberly,8024
28040,0.31,Premium,H,VVS2,61.2,59.0,4.34,4.38,2.67,Madrid,625
28041,0.32,Ideal,E,VVS2,61.3,54.0,4.42,4.45,2.72,Surat,779
28042,1.71,Fair,F,SI2,64.9,57.0,7.51,7.41,4.84,Las Vegas,8714
28043,0.7,Ideal,G,SI1,61.3,56.0,5.73,5.78,3.53,Dubai,2480
28044,0.28,Very Good,G,VVS1,61.9,55.0,4.18,4.2,2.6,Antwerp,586
28045,0.31,Ideal,D,VVS2,61.0,56.0,4.37,4.39,2.67,Antwerp,853
28046,1.07,Premium,H,SI1,63.0,57.0,6.55,6.44,4.09,Kimberly,5465
28047,0.52,Ideal,G,VVS1,61.9,54.4,5.15,5.18,3.2,Surat,1936
28048,0.54,Ideal,E,VS2,61.1,57.0,5.24,5.26,3.21,Las Vegas,1825
28049,1.09,Ideal,E,VS1,61.3,56.0,6.71,6.66,4.1,Las Vegas,8809
28050,0.42,Ideal,I,SI1,61.6,55.0,4.83,4.85,2.98,Antwerp,690
28051,0.5,Ideal,E,SI1,61.3,56.2,5.12,5.14,3.15,Madrid,1601
28052,2.0,Good,E,SI2,57.6,63.0,8.2,8.16,4.73,Kimberly,16206
28053,1.01,Premium,I,SI2,59.6,62.0,6.56,6.5,3.89,Las Vegas,3665
28054,1.75,Premium,F,SI2,58.0,59.0,7.97,7.92,4.61,Antwerp,8820
28055,0.31,Premium,F,VS2,62.0,58.0,4.31,4.37,2.69,Paris,625
28056,1.2,Good,E,VS2,61.8,61.0,6.69,6.71,4.14,Antwerp,8563
28057,0.38,Ideal,D,VVS2,60.3,57.0,4.77,4.71,2.86,London,1060
28058,0.3,Premium,D,VVS2,60.7,59.0,4.33,4.34,2.63,Luxembourg,741
28059,0.53,Premium,I,VVS1,63.0,56.0,5.19,5.13,3.25,Tel Aviv,1607
28060,0.3,Ideal,G,VVS2,61.5,57.0,4.33,4.29,2.65,Kimberly,878
28061,0.35,Ideal,I,IF,61.1,56.0,4.56,4.6,2.8,Antwerp,715
28062,0.56,Ideal,H,SI2,60.7,56.0,5.34,5.37,3.25,Dubai,1571
28063,0.37,Ideal,I,VS1,60.8,56.0,4.67,4.71,2.85,Kimberly,603
28064,0.31,Premium,G,VVS1,62.2,59.0,4.3,4.32,2.68,Dubai,816
28065,0.59,Very Good,D,SI2,62.7,58.0,5.32,5.37,3.35,Zurich,1419
28066,0.5,Premium,E,VS2,61.8,58.0,5.07,5.09,3.14,New York City,1624
28067,0.52,Very Good,D,SI1,60.5,61.0,5.19,5.23,3.15,Dubai,1408
28068,0.79,Very Good,D,SI2,62.8,59.0,5.86,5.9,3.69,Kimberly,2823
28069,0.3,Very Good,G,IF,60.5,58.0,4.35,4.38,2.64,Luxembourg,743
28070,1.01,Very Good,H,SI1,63.4,55.0,6.32,6.27,3.99,Madrid,4249
28071,0.66,Premium,E,VS1,60.8,59.0,5.58,5.6,3.4,Paris,2433
28072,0.3,Premium,H,VVS2,63.0,56.0,4.28,4.23,2.68,Las Vegas,776
28073,1.02,Ideal,G,SI1,62.2,56.0,6.46,6.44,4.01,New York City,5044
28074,1.67,Ideal,I,VS1,61.6,59.0,7.64,7.61,4.7,Kimberly,11975
28075,0.4,Ideal,G,VVS1,62.4,57.0,4.74,4.78,2.97,Kimberly,1123
28076,0.46,Good,I,VVS1,63.5,57.0,4.85,4.91,3.1,Kimberly,1089
28077,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,New York City,1949
28078,0.42,Ideal,D,SI1,61.5,56.0,4.81,4.85,2.97,Madrid,810
28079,1.0,Premium,F,SI1,62.7,59.0,6.4,6.36,4.0,Antwerp,5292
28080,0.34,Ideal,G,VS2,62.2,53.0,4.46,4.51,2.79,Kimberly,596
28081,0.31,Ideal,F,IF,61.0,56.0,4.39,4.43,2.69,London,914
28082,0.23,Very Good,E,VS1,59.6,65.0,3.95,3.97,2.36,Amsterdam,378
28083,0.72,Ideal,F,VVS2,60.9,56.0,5.77,5.83,3.53,Antwerp,3746
28084,0.72,Premium,J,I1,62.9,59.0,5.8,5.63,3.58,Tel Aviv,945
28085,0.73,Very Good,F,VVS2,61.9,59.0,5.72,5.84,3.58,Amsterdam,3442
28086,1.02,Premium,D,VVS2,61.4,58.0,6.46,6.43,3.96,Surat,10773
28087,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,London,3472
28088,0.53,Ideal,H,SI1,62.6,56.0,5.28,5.1,3.25,Zurich,1077
28089,0.52,Very Good,E,VS2,60.9,57.0,5.17,5.2,3.16,Luxembourg,1689
28090,0.27,Ideal,D,VVS1,62.2,56.0,4.12,4.15,2.57,Surat,622
28091,1.35,Very Good,G,VS2,62.8,59.0,7.01,7.04,4.41,Antwerp,9302
28092,0.9,Ideal,G,SI1,62.6,56.0,6.16,6.23,3.88,Luxembourg,3841
28093,1.5,Premium,J,VS2,59.6,60.0,7.38,7.31,4.38,New York City,7503
28094,0.81,Ideal,D,VS2,59.5,60.0,6.08,6.15,3.64,Tel Aviv,4315
28095,0.41,Ideal,H,IF,62.1,56.0,4.74,4.76,2.95,Surat,1187
28096,0.46,Ideal,F,SI2,61.4,56.0,4.97,5.0,3.06,Kimberly,881
28097,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,Antwerp,16171
28098,1.2,Premium,J,VS1,59.1,61.0,7.0,6.94,4.12,Tel Aviv,5107
28099,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,Amsterdam,11520
28100,1.51,Ideal,G,SI2,61.8,57.0,7.37,7.31,4.54,Dubai,7103
28101,0.5,Premium,G,VVS2,60.5,62.0,5.14,5.07,3.09,Antwerp,1806
28102,0.51,Ideal,D,VS2,62.4,55.0,5.14,5.11,3.2,Surat,1882
28103,0.3,Ideal,F,IF,62.0,56.0,4.34,4.3,2.68,Kimberly,1013
28104,1.55,Premium,G,SI1,59.8,59.0,7.47,7.45,4.46,Las Vegas,9600
28105,0.41,Premium,E,VS2,59.8,60.0,4.87,4.83,2.9,Zurich,999
28106,0.91,Premium,H,SI2,62.7,58.0,6.14,6.17,3.86,Dubai,3423
28107,1.13,Premium,H,SI2,59.4,58.0,6.74,6.8,4.02,Luxembourg,4350
28108,2.09,Premium,G,SI2,59.8,59.0,8.37,8.32,4.99,Kimberly,14024
28109,1.12,Very Good,I,SI2,61.2,59.0,6.69,6.74,4.11,Antwerp,4533
28110,1.53,Premium,G,VS2,59.9,61.0,7.54,7.45,4.49,Tel Aviv,13206
28111,0.3,Very Good,D,SI1,62.3,57.0,4.26,4.31,2.67,Luxembourg,524
28112,0.24,Very Good,F,VS1,62.5,55.0,3.94,3.97,2.47,Las Vegas,373
28113,0.52,Ideal,E,VS2,61.7,55.0,5.21,5.16,3.2,Tel Aviv,1815
28114,0.25,Very Good,D,VVS2,61.3,59.0,4.07,4.12,2.51,Zurich,575
28115,1.5,Premium,F,VS1,62.6,58.0,7.31,7.26,4.56,Madrid,14918
28116,1.22,Ideal,H,SI2,61.0,57.0,6.89,6.95,4.22,Madrid,5099
28117,0.44,Ideal,G,VS1,61.9,54.0,4.89,4.93,3.04,Las Vegas,915
28118,0.43,Ideal,H,SI1,62.3,56.0,4.83,4.86,3.02,New York City,716
28119,1.59,Very Good,I,VS1,61.2,57.8,7.5,7.52,4.6,Paris,11018
28120,0.31,Premium,F,VS2,62.3,59.0,4.3,4.33,2.69,Kimberly,625
28121,0.9,Fair,G,I1,66.0,58.0,5.96,5.88,3.91,Las Vegas,2310
28122,0.31,Good,G,VS1,63.7,56.0,4.3,4.27,2.73,Kimberly,802
28123,0.73,Very Good,I,VS1,62.4,56.0,5.72,5.76,3.58,London,2288
28124,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,Dubai,3428
28125,1.55,Ideal,I,VS1,61.2,55.0,7.49,7.47,4.58,Kimberly,10286
28126,0.34,Ideal,E,SI1,61.0,57.0,4.51,4.48,2.74,Antwerp,765
28127,1.09,Premium,E,VS2,61.6,59.0,6.62,6.54,4.05,Dubai,7813
28128,1.05,Ideal,D,SI1,60.7,60.0,6.52,6.56,3.97,Kimberly,6196
28129,0.81,Ideal,E,SI2,60.2,57.0,6.1,6.06,3.66,Madrid,2938
28130,0.9,Premium,G,VS2,59.6,61.0,6.25,6.2,3.71,Zurich,4022
28131,0.41,Very Good,E,SI2,61.9,55.0,4.77,4.8,2.96,Tel Aviv,683
28132,0.32,Ideal,D,VS2,61.7,57.0,4.39,4.36,2.7,Antwerp,972
28133,1.52,Very Good,H,SI1,60.9,59.0,7.43,7.49,4.54,Paris,9642
28134,1.24,Premium,F,SI1,61.4,62.0,6.94,6.88,4.24,Antwerp,6125
28135,0.74,Very Good,E,SI1,61.3,58.0,5.8,5.84,3.57,Zurich,3009
28136,0.33,Premium,G,VS1,61.8,59.0,4.39,4.45,2.73,Surat,666
28137,1.0,Very Good,F,VVS2,62.3,57.0,6.34,6.41,3.97,Dubai,8772
28138,0.42,Ideal,F,VVS2,61.3,57.0,4.8,4.82,2.95,Surat,1142
28139,0.77,Very Good,E,SI2,59.9,61.0,5.98,6.01,3.59,Tel Aviv,2753
28140,0.7,Good,E,SI2,57.5,58.0,5.8,5.85,3.35,Paris,2229
28141,0.53,Ideal,F,VVS2,61.9,56.0,5.18,5.22,3.22,Las Vegas,2160
28142,0.91,Very Good,H,VS2,60.8,58.0,6.21,6.25,3.79,Kimberly,4430
28143,0.24,Very Good,F,VVS2,62.3,58.0,3.95,3.98,2.47,Tel Aviv,552
28144,1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,Luxembourg,5925
28145,1.01,Premium,G,VS1,60.7,58.0,6.49,6.52,3.95,London,6932
28146,1.01,Fair,F,VS1,64.7,54.0,6.33,6.28,4.08,New York City,6759
28147,0.72,Premium,D,SI1,62.6,54.0,5.78,5.72,3.6,Dubai,3048
28148,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,Paris,2858
28149,0.73,Ideal,E,SI2,62.1,57.0,5.75,5.71,3.56,New York City,2155
28150,1.51,Good,H,SI2,63.1,60.0,7.23,7.28,4.58,Surat,7723
28151,1.51,Ideal,G,VS1,60.8,54.0,7.4,7.48,4.52,Zurich,14733
28152,1.53,Premium,E,SI1,60.8,60.0,7.51,7.43,4.54,London,12499
28153,0.71,Very Good,H,SI1,62.1,61.0,5.63,5.71,3.52,Amsterdam,2354
28154,0.33,Ideal,I,VS2,62.3,54.0,4.45,4.48,2.78,Surat,480
28155,1.01,Fair,H,SI1,64.6,55.0,6.29,6.25,4.05,Antwerp,4191
28156,1.53,Ideal,H,SI2,59.6,57.0,7.46,7.38,4.42,Tel Aviv,5631
28157,0.61,Ideal,E,VVS2,61.3,54.0,5.51,5.59,3.4,Surat,2823
28158,0.63,Ideal,E,VVS2,61.6,57.0,5.52,5.49,3.39,Zurich,2697
28159,1.57,Premium,J,VS1,60.8,61.0,7.6,7.49,4.59,Paris,7190
28160,0.34,Ideal,D,VS2,61.4,56.0,4.5,4.53,2.77,Kimberly,805
28161,1.31,Very Good,I,SI1,62.6,59.0,6.97,6.86,4.33,Luxembourg,6686
28162,0.46,Ideal,H,VS1,62.3,53.0,4.96,4.99,3.1,Antwerp,983
28163,0.31,Ideal,F,VS1,61.2,56.0,4.4,4.42,2.7,Luxembourg,821
28164,0.3,Ideal,F,SI1,62.3,56.0,4.27,4.3,2.67,London,461
28165,0.33,Ideal,E,VVS1,62.6,58.0,4.36,4.4,2.74,Dubai,852
28166,0.53,Very Good,F,SI1,61.5,59.0,5.15,5.19,3.18,London,1320
28167,0.3,Ideal,D,VS2,61.7,55.0,4.33,4.36,2.68,Madrid,710
28168,0.32,Ideal,G,VS2,61.5,57.0,4.4,4.41,2.71,Surat,561
28169,0.4,Premium,F,VS1,60.4,59.0,4.76,4.75,2.87,Kimberly,1050
28170,0.41,Ideal,G,SI2,61.5,55.0,4.76,4.8,2.94,New York City,648
28171,0.73,Ideal,E,SI1,61.4,58.0,5.76,5.8,3.55,Zurich,2914
28172,1.14,Ideal,E,VVS2,62.3,55.0,6.71,6.68,4.17,Amsterdam,10703
28173,0.32,Ideal,G,VVS1,60.2,56.0,4.49,4.45,2.69,Kimberly,1080
28174,1.3,Good,D,SI2,57.1,63.0,7.22,7.27,4.14,London,6327
28175,1.25,Very Good,H,VS2,62.1,56.0,6.91,6.96,4.31,Surat,7305
28176,0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,New York City,901
28177,0.75,Ideal,D,VS2,61.7,55.0,5.82,5.85,3.6,Tel Aviv,3625
28178,0.9,Very Good,G,SI2,62.6,60.0,6.1,6.16,3.84,Kimberly,3593
28179,0.41,Premium,G,VVS2,61.4,58.0,4.75,4.8,2.93,Surat,1007
28180,0.45,Ideal,G,VVS2,61.8,57.0,4.9,4.94,3.04,New York City,1105
28181,1.73,Premium,F,SI1,58.0,62.0,7.95,7.91,4.6,London,13365
28182,0.31,Good,D,SI1,63.8,57.0,4.29,4.33,2.75,Surat,533
28183,0.71,Ideal,E,VS2,62.5,56.0,5.7,5.75,3.58,Zurich,2347
28184,0.5,Good,E,VS2,63.3,64.0,4.98,5.0,3.16,Kimberly,1348
28185,2.05,Premium,E,SI2,59.7,59.0,8.27,8.39,4.97,Tel Aviv,17081
28186,0.73,Very Good,I,VVS1,61.9,57.0,5.75,5.79,3.57,Dubai,2623
28187,1.0,Very Good,J,VVS1,63.5,59.0,6.34,6.29,4.01,Zurich,4717
28188,1.0,Good,F,SI2,59.8,65.0,6.58,6.43,3.9,Luxembourg,3858
28189,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,Dubai,2420
28190,1.0,Very Good,G,I1,62.5,62.0,6.42,6.35,3.99,Madrid,3011
28191,1.2,Very Good,H,SI1,62.5,59.0,6.66,6.72,4.18,Antwerp,6019
28192,0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,London,579
28193,1.33,Premium,I,VS2,62.5,61.0,7.02,6.99,4.38,Luxembourg,6316
28194,1.03,Premium,F,SI1,62.2,59.0,6.45,6.41,4.0,Kimberly,4942
28195,0.3,Very Good,G,VVS1,62.1,56.0,4.29,4.31,2.67,Antwerp,789
28196,0.32,Ideal,G,VVS2,61.6,55.0,4.4,4.43,2.72,Kimberly,708
28197,0.43,Ideal,I,VVS1,61.1,57.0,4.86,4.9,2.98,Dubai,916
28198,0.7,Good,H,VVS2,63.7,54.0,5.72,5.62,3.61,Paris,2477
28199,0.7,Ideal,E,SI1,62.2,57.0,5.72,5.67,3.54,London,2542
28200,0.32,Premium,J,VS1,61.9,58.0,4.33,4.39,2.7,Luxembourg,421
28201,0.33,Ideal,F,VS2,61.9,57.0,4.42,4.4,2.73,Kimberly,854
28202,1.01,Ideal,D,SI1,61.4,59.0,6.4,6.44,3.94,Zurich,5812
28203,0.3,Very Good,H,VVS1,61.3,61.0,4.26,4.29,2.62,Antwerp,684
28204,0.7,Ideal,F,SI2,60.6,57.2,5.75,5.77,3.49,Surat,2237
28205,1.11,Ideal,I,VS2,62.2,56.0,6.69,6.62,4.14,Antwerp,5073
28206,1.01,Fair,G,VS2,64.4,58.0,6.25,6.18,4.0,London,4887
28207,2.03,Very Good,I,SI2,61.2,55.0,8.14,8.26,5.02,Amsterdam,12714
28208,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,Paris,5259
28209,0.75,Premium,F,SI2,60.9,58.0,5.88,5.91,3.59,Surat,2274
28210,0.5,Fair,D,SI1,65.1,58.0,5.0,4.96,3.24,Las Vegas,1323
28211,0.57,Ideal,D,VS2,61.8,56.0,5.34,5.31,3.29,Surat,2103
28212,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,London,2398
28213,1.01,Ideal,E,SI2,61.7,57.0,6.5,6.47,4.0,Kimberly,4044
28214,0.8,Premium,E,SI1,61.5,58.0,5.97,5.93,3.66,Tel Aviv,3297
28215,0.31,Premium,H,VS2,62.7,59.0,4.32,4.29,2.7,Las Vegas,628
28216,1.01,Premium,H,VS1,62.7,58.0,6.37,6.39,4.0,Surat,5199
28217,0.45,Good,G,VS1,58.1,61.2,5.02,5.07,2.93,London,1154
28218,0.39,Premium,G,IF,59.8,55.0,4.84,4.77,2.87,Surat,1271
28219,0.56,Very Good,F,SI1,60.0,57.0,5.41,5.38,3.24,Tel Aviv,1679
28220,0.54,Very Good,G,VVS1,60.6,55.0,5.28,5.31,3.21,Dubai,1983
28221,1.0,Very Good,G,SI1,59.3,63.0,6.48,6.44,3.83,Zurich,4827
28222,1.7,Ideal,H,VS1,62.4,55.0,7.61,7.69,4.77,Antwerp,13823
28223,1.14,Premium,J,SI2,62.3,56.0,6.73,6.66,4.17,Antwerp,4022
28224,0.31,Ideal,D,VS2,62.3,55.0,4.33,4.37,2.71,Dubai,734
28225,0.3,Premium,D,VS2,61.9,58.0,4.28,4.32,2.66,Antwerp,710
28226,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,Antwerp,3989
28227,0.9,Ideal,F,SI1,62.2,55.0,6.16,6.21,3.85,Kimberly,4390
28228,0.51,Very Good,E,VS2,64.1,57.0,5.02,5.06,3.23,London,1549
28229,0.77,Very Good,F,VVS2,63.5,59.0,5.77,5.72,3.65,Las Vegas,3415
28230,0.38,Ideal,D,VVS2,61.5,56.0,4.66,4.64,2.86,Surat,1257
28231,0.3,Ideal,E,VVS2,61.2,61.0,4.3,4.33,2.64,Kimberly,731
28232,0.9,Very Good,I,VVS1,63.5,58.0,6.06,6.09,3.86,Luxembourg,4161
28233,1.01,Premium,J,I1,60.7,59.0,6.42,6.39,3.89,Amsterdam,2602
28234,0.7,Premium,D,IF,60.0,59.0,5.75,5.81,3.47,London,5027
28235,0.54,Ideal,G,VS2,61.7,56.0,5.21,5.24,3.23,Kimberly,1605
28236,0.51,Ideal,G,VVS2,61.6,56.0,5.17,5.12,3.17,Madrid,1974
28237,0.73,Ideal,E,SI2,61.2,54.0,5.88,5.86,3.59,Tel Aviv,2581
28238,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,Zurich,707
28239,0.3,Ideal,H,IF,62.1,55.0,4.27,4.3,2.66,Paris,789
28240,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,Zurich,5198
28241,1.21,Very Good,H,VS2,62.9,58.0,6.74,6.78,4.25,Zurich,6673
28242,1.14,Ideal,E,VVS2,61.6,57.0,6.68,6.73,4.13,Madrid,11206
28243,0.34,Ideal,H,VS2,61.4,57.0,4.55,4.48,2.77,Las Vegas,689
28244,1.03,Premium,E,VS1,62.4,58.0,6.5,6.41,4.03,Luxembourg,7919
28245,0.9,Very Good,G,SI2,59.8,61.0,6.32,6.28,3.77,Paris,3842
28246,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,Dubai,5546
28247,0.74,Good,H,VS2,63.0,57.0,5.72,5.77,3.62,London,2327
28248,0.74,Premium,F,SI1,58.8,61.0,5.88,5.82,3.44,Dubai,2042
28249,0.78,Very Good,G,SI2,63.7,55.9,5.82,5.85,3.72,Zurich,2401
28250,0.53,Ideal,E,VS2,62.1,56.0,5.17,5.2,3.22,Las Vegas,1721
28251,0.56,Ideal,H,VVS2,62.1,57.0,5.26,5.3,3.27,Surat,1745
28252,0.4,Premium,G,VS2,62.8,61.0,4.67,4.63,2.92,Surat,1035
28253,0.92,Premium,D,I1,63.0,58.0,6.18,6.13,3.88,Madrid,2698
28254,1.5,Good,H,SI2,58.4,62.0,7.44,7.49,4.36,Dubai,7714
28255,1.45,Premium,F,VS2,61.1,58.0,7.31,7.23,4.44,Surat,11650
28256,0.8,Ideal,F,IF,60.8,56.0,5.99,6.05,3.66,London,6674
28257,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,Antwerp,1250
28258,1.06,Very Good,E,VVS2,61.8,58.0,6.52,6.56,4.04,Antwerp,9997
28259,1.1,Very Good,I,VS1,61.0,59.0,6.65,6.67,4.06,Luxembourg,4878
28260,1.24,Ideal,H,VS2,61.8,55.0,6.91,6.95,4.28,Luxembourg,8726
28261,0.76,Good,G,SI1,57.7,63.0,6.05,5.97,3.47,Antwerp,2447
28262,0.9,Good,G,VS1,64.5,57.0,6.01,6.08,3.9,New York City,3977
28263,0.37,Ideal,D,VS2,61.0,56.0,4.7,4.65,2.85,Las Vegas,1124
28264,1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,Zurich,3980
28265,1.22,Ideal,J,VS2,62.1,58.0,6.82,6.84,4.24,Antwerp,5297
28266,1.58,Premium,H,VS1,61.7,59.0,7.48,7.42,4.6,Luxembourg,11491
28267,0.41,Ideal,F,VVS1,61.9,56.0,4.77,4.79,2.96,Surat,1295
28268,0.32,Very Good,D,SI1,62.3,55.0,4.38,4.42,2.74,Tel Aviv,589
28269,0.4,Very Good,E,VS1,63.3,55.0,4.66,4.69,2.96,Antwerp,909
28270,0.37,Premium,E,VS2,61.5,58.0,4.61,4.66,2.85,Tel Aviv,811
28271,0.43,Premium,E,VS1,62.3,58.0,4.82,4.78,2.99,Kimberly,1209
28272,0.31,Ideal,D,VVS2,61.0,55.0,4.38,4.41,2.68,Dubai,1074
28273,0.32,Ideal,G,VVS2,61.6,56.0,4.42,4.44,2.73,Tel Aviv,708
28274,0.32,Ideal,I,VS1,62.3,57.0,4.37,4.42,2.74,Kimberly,505
28275,1.19,Ideal,D,VS1,61.1,57.0,6.84,6.87,4.19,Antwerp,10079
28276,0.55,Ideal,F,VS2,61.7,57.0,5.24,5.29,3.25,London,1692
28277,0.5,Good,D,SI2,58.5,64.0,5.2,5.12,3.02,Surat,958
28278,1.0,Fair,G,VS1,58.7,67.0,6.47,6.45,3.79,Luxembourg,5853
